Year,Make,Model,Seller,Location,VIN,Mileage,BodyStyle,Engine,Drivetrain,Transmission,ExteriorColor,InteriorColor,TitleStatus,SellerType,Price,Reserve,Horsepower,Torque
2006,BMW,M Coupe,mainsoda,"Grafton, WI 53024",5UMDU93486LL93290,"123,400",Coupe,3.2L I6,Rear-wheel drive,Manual (6-speed),Black Sapphire Metallic,Black,Clean (WI),Private Party,"$20,000",Has reserve,"[('330', '')]",['262']
2004,Volkswagen,Phaeton,Josh19,"Ottawa, ON, Canada",WVWAF63DX48008358,"150,300",Sedan,4.2L V8,4WD/AWD,Automatic (6-speed),Silver,Black,Clean,Private Party,"$4,600",No reserve,"[('330', '')]",['317']
2014,Nissan,370Z,a_friedman,"Westford, MA 01886",JN1AZ4EH4EM633104,"7,400",Coupe,3.7L V6,Rear-wheel drive,Manual (6-Speed),Black,Black/Red,Clean (MA),Private Party,"$25,000",Has reserve,"[('332', '')]",['270']
2010,Nissan,370Z,Ryanb107,"Seattle, WA 98030",JN1AZ4EH7AM502758,"23,000",Coupe,3.7L V6,Rear-wheel drive,Manual (6-speed),40th Anniversary Graphite,Red,Clean (CO),Private Party,"$17,500",Has reserve,"[('332', '')]",['270']
2005,BMW,M3,LennM3,"Wilmington, IL 60481",WBSBL93455PN61420,"87,700",Coupe,3.2L I6,Rear-wheel drive,Manual (6-speed),Carbon Black Metallic,Grey,Clean (IL),Private Party,"$23,500",No reserve,"[('333', ''), ('24', '')]","['262', '17']"
2012,Audi,S4,Kevvv,"Plano, TX 75093",WAUMGAFL9CA024328,"72,100",Sedan,3.0L V6,4WD/AWD,Manual (6-speed),Monsoon Grey Metallic,Black/Red,Clean (TX),Private Party,"$21,500",Has reserve,"[('333', ''), ('461', '')]","['325', '387']"
2011,Audi,S5,Bugsy11708,"Delhi, NY 13753",WAUCGAFH9BN001355,"58,100",Convertible,3.0L V6,4WD/AWD,Automatic (7-Speed),Dark Blue,Tuscan Brown,Clean (NY),Private Party,"$16,600",Has reserve,"[('333', ''), ('540', '')]",['325']
2016,Audi,S4,ccoelho001,"Solana Beach, CA 92075",WAUDGAFL6GA005659,"20,600",Sedan,3.0L Supercharged V6,4WD/AWD,Manual (6-Speed),Florett Silver Metallic,Black/Lunar Silver,Clean (CA),Private Party,"$31,500",Has reserve,"[('333', '')]",['325']
2003,BMW,M3,Caveman,"Frontenac, KS 66763",WBSBL93423JR21243,"94,600",Coupe,3.2L I6,Rear-wheel drive,Manual (6-speed),Alpine White,Imola Red,Clean (KS),Private Party,"$24,000",Has reserve,"[('333', '')]",['262']
2012,Audi,S4,PhantomS4,"New York, NY 11432",WAUMGAFL5CA083621,"59,200",Sedan,3.0L Supercharged V6,4WD/AWD,Manual (6-Speed),Phantom Black,Black,Clean (NY),Private Party,"$23,766",Has reserve,"[('333', '')]",325 
2015,Audi,S4,grabi1ar,"Royal Oak, MI 48067",WAUBGAFL7FA001545,"77,300",Sedan,3.0L Supercharged V6,4WD/AWD,Automatic (7-Speed),Black,Black/Gray,Clean (MI),Private Party,"$20,600",Has reserve,"[('333', '')]",['325']
2005,BMW,M3,DJS033,"Scottsdale, AZ 85251",WBSBR93415PK08879,"64,900",Convertible,3.2L I6,Rear-wheel drive,Manual (6-Speed),Carbon Black Metallic,Black,Clean (AZ),Private Party,"$19,000",Has reserve,"[('333', '')]",['262']
2002,BMW,M3,eshaft,"Flower Mound, TX 75022",WBSBR93442EX23222,"77,200",Convertible,3.2L I6,Rear-wheel drive,Manual (6-Speed),Topaz Blue Metallic,Dove Grey,Clean (TX),Private Party,"$17,300",Has reserve,"[('333', '')]",['262']
2004,BMW,M3,Zztop77,"Houston, TX 77095",WBSBL93454PN59004,"134,100",Coupe,3.2L I6,Rear-wheel drive,Manual (6-Speed),Black,Cinnamon,Clean (TX),Private Party,"$15,250",Has reserve,"[('333', '')]",['262']
2003,BMW,M3,wyattmcdowell,"West Lafayette, IN 47906",WBSBR93433PK04457,"68,600",Convertible,3.2L I6,Rear-wheel drive,Automatic (6-Speed),Silver Grey Metallic,Grey,Clean (IN),Private Party,"$15,000",Has reserve,"[('333', '')]",['262']
2004,BMW,M3,qualitymotors,"Toronto, ON, Canada",WBSBL93454PN59052,"71,400",Coupe,3.2L I6,Rear-wheel drive,Manual (6-Speed),Carbon Black,Black,Clean (ON),Dealer,"$14,696",Has reserve,"[('333', '')]",['262']
2002,BMW,M3,qutaba12,"Burbank, IL 60459",WBSBL93412JR12693,"122,200",Coupe,3.2L I6,Rear-wheel drive,Manual (6-speed),Phoenix Yellow,Grey,Clean (WI),Dealer,"$14,300",Has reserve,"[('333', '')]",['262']
2002,BMW,M3,sbay,"Jersey City, NJ 07304",WBSBR93402EX23153,"78,800",Convertible,3.2L I6,Rear-wheel drive,Manual (6-Speed),White,Black,Clean (NJ),Private Party,"$14,125",Has reserve,"[('333', '')]",['262']
2004,BMW,M3,MountainValley,"Front Royal, VA  22821",WBSBR93424PK07092,"99,000",Convertible,3.2L I6,Rear-wheel drive,Automatic (6-speed),Silver Gray Metallic,Gray Leather,Clean (VA),Dealer,"$13,000",Has reserve,"[('333', '')]",['269']
2010,Audi,S4,AlexS,"Houston, TX 77008",WAUKGAFL6AA034030,"91,200",Sedan,3.0L Supercharged V6,4WD/AWD,Automatic (7-speed),Deep Sea Blue Pearl,Black,Clean (LA),Private Party,"$12,950",Has reserve,"[('333', '')]",['5']
2004,BMW,M3,burningchrome,"Madison, AL 35758",WBSBL93444PN55798,"166,700",Coupe,3.2L I6,Rear-wheel drive,Automatic (6-speed),Carbon Black,Black,Clean (AL),Private Party,"$10,200",No reserve,"[('333', '')]",['262']
2004,BMW,M3,19scottz,"Wells, ME 04090",WBSBL93414PN56312,"140,000",Coupe,3.2L I6,Rear-wheel drive,Automatic (6-Speed),Silver Gray,Gray,Clean (ME),Private Party,"$9,400",Has reserve,"[('333', '')]",262 
2003,BMW,M3,GolfingElk,"Royal Oak, MI 48073",WBSBL93483JR23921,"143,600",Coupe,3.2L I6,Rear-wheel drive,Automatic (6-speed),Titanium Silver,Black,Clean (MI),Private Party,"$9,100",No reserve,"[('333', '')]",['262']
2003,BMW,M3,mariom3,"Jacksonville, FL 32257",WBSBL93433JR20134,"279,800",Coupe,3.2L I6,Rear-wheel drive,Manual (6-Speed),Steel Gray Metallic,Black,Clean (FL),Private Party,"$8,950",No reserve,"[('333', '')]",['262']
1998,Aston Martin,DB7,HooviesGarage,"Wichita, KS 67230",SCFAA212XWK101980,"39,000",Coupe,3.2L Supercharged I6,Rear-wheel drive,Manual (5-speed),British Racing Green,Tan,Clean (KS),Private Party,"$34,007",No reserve,"[('335', '')]",361 
2006,Volkswagen,Phaeton,PhillaOV,"Lower Southampton Township, PA 19006",WVWBF03D768005597,"97,200",Sedan,4.2L V8,4WD/AWD,Automatic (6-speed),Black,Black,Clean (NJ),Dealer,"$10,200",No reserve,"[('335', '')]",['317']
2006,Volkswagen,Phaeton,phaeton,"Lakewood, CO 80226",WVWAF03D768001836,"104,000",Sedan,4.2L V8,4WD/AWD,Automatic (6-Speed),Cairo Grey Metallic,Black,Clean (CO),Private Party,"$4,400",No reserve,"[('335', '')]",['317']
2016,Volkswagen,Golf R,Jmp3693,"Dallas, TX 75243",WVWLF7AU4GW141540,"26,700",Hatchback,2.0L Turbo I4,4WD/AWD,Automatic (6-speed),Limestone Gray Metallic,Black,Clean (TX),Private Party,"$29,000",Has reserve,"[('338', ''), ('350', ''), ('292', '')]","['337', '348', '280']"
2016,Volkswagen,Golf R,Jmp3693,"Dallas, TX 75243",WVWLF7AU4GW141540,"26,700",Hatchback,2.0L Turbo I4,4WD/AWD,Automatic (6-speed),Limestone Gray Metallic,Black,Clean (TX),Private Party,"$28,250",Has reserve,"[('338', ''), ('350', ''), ('292', '')]","['337', '348', '280']"
2015,Mercedes-Benz,C63 AMG,Klast94,"Tewksbury, MA 01876",55SWF8HBXFU078663,"28,800",Sedan,4.0L Turbocharged V8,Rear-wheel drive,Automatic (7-Speed),Iridium Silver ,Black,Clean (MA),Private Party,"$43,250",Has reserve,"[('34', ''), ('503', '')]","['37', '516']"
2016,Porsche,Macan,ianmSC,"Carlsbad, CA 92008",WP1AB2A52GLB40062,"58,100",SUV/Crossover,3.0L Turbocharged V6,4WD/AWD,Automatic (7-speed),White,Black,Clean (CA),Private Party,"$28,500",No reserve,"[('340', '')]",['339']
2004,Audi,S4,dog2bert,"Midland, MI 48640",WAUXL68E14A297592,"58,516",Wagon,4.2L V8,4WD/AWD,Manual (6-Speed),Nogaro Blue,Black and Blue Alcantara/Leather,Clean (MI),Private Party,"$21,500",Has reserve,"[('340', '')]",['302']
2006,Porsche,Cayenne,Ferdinand,"Lexington, KY 40515",WP1AB29P96LA70130,"112,800",SUV/Crossover,4.5L V8,4WD/AWD,Automatic (6-Speed),Pure Red,Black/Sand Beige,Clean (KY),Private Party,"$13,100",Has reserve,"[('340', '')]",['310']
2006,Porsche,Cayenne,Cyrus82,"San Diego, CA 92120",WP1AB29P46LA60704,"134,500",SUV/Crossover,4.5L V8,4WD/AWD,Automatic (6-speed),Basalt Black Metallic,Beige,Clean (CA),Private Party,"$13,100",Has reserve,"[('340', '')]",['310']
2006,Audi,S4,Rbartuska,"South Barrington, IL 60010",WAUUL98E06A231929,"111,800",Wagon,4.2L V8,4WD/AWD,Manual (6-speed),Dolphin Gray Metalic,Black,Clean (IL),Private Party,"$10,100",Has reserve,"[('340', '')]",['302']
2004,Audi,S4,Bilco,"Charleston, WV 25309",WAUPL68E24A269039,"67,600",Sedan,4.2L V8,4WD/AWD,Manual (6-speed),Nogaro Blue,Blue and Black,Clean (WV),Private Party,"$7,300",Has reserve,"[('340', '')]",['302']
2004,Infiniti,M45,ScubaSteve23,"Arlington, VA 22203",JNKAY41EX4M400448,"178,900",Sedan,4.5L V8,Rear-wheel drive,Automatic (5-speed),Black Obsidian,Black,VA (Clean),Private Party,"$6,969",No reserve,"[('340', '')]",['333']
2006,Audi,S4,maineaudiguy,"Waterville, ME 04901",WAUUL78E46A190662,"122,700",Wagon,4.2L V8,4WD/AWD,Automatic (6-Speed),Dolphin Gray,Black,Clean (ME),Private Party,"$6,105",No reserve,"[('340', '')]",['302']
2004,Infiniti,M45,ScubaSteve23,"Arlington, VA 22203",JNKAY41EX4M400448,"178,900",Sedan,4.5L V8,Rear-wheel drive,Automatic (5-speed),Black Obsidian,Black,VA (Clean),Private Party,"$3,800",No reserve,"[('340', '')]",['333']
2002,Mercedes-Benz,CLK 55 AMG,NYJCEO,"Staten Island, NY 10314",WDBLK74G72T099875,"6,500",Convertible,5.4L V8,Rear-wheel drive,Automatic (5-speed),Brilliant Silver,Charcoal,Clean (NJ),Dealer,"$24,200",Has reserve,"[('342', '')]",['376']
2002,Mercedes-Benz,ML55 AMG,albanianbenz,"Roanoke, TX 76262",4JGAB74E92A350023,"144,395",SUV/Crossover,5.5L V8,4WD/AWD,Automatic (5-speed),Opal Brown,Brown and Black,Clean (NV),Dealer,"$9,888",Has reserve,"[('342', '')]",['376']
2001,Mercedes-Benz,ML55 AMG,mgrwatson87,"Buford, GA 30518",4JGAB74EX1A262287,"89,400",SUV/Crossover,5.4L V8,4WD/AWD,Automatic (5-speed),Metallic Copper,Brown and Black,Clean (GA),Private Party,"$8,200",Has reserve,"[('342', '')]",['376']
2000,Mercedes-Benz,ML55 AMG,ncml55,"Shelby, NC 28150",4JGAB74E2YA168995,"137,800",SUV/Crossover,5.5L V8,4WD/AWD,Automatic (5-speed),Titanite Red ,Black,Clean (NC),Private Party,"$7,111",Has reserve,"[('342', '')]",['376']
2000,Mercedes-Benz,ML55 AMG,sssdisco,"Boca Raton, FL 33431",4JGAB74E0YA168641,"83,300",SUV/Crossover,5.5L V8,4WD/AWD,Automatic (5-speed),Titan Red Metallic,Black,Clean (NC),Dealer,"$6,800",Has reserve,"[('342', '')]",['376']
2001,Mercedes-Benz,ML55 AMG,Ferrari400i,"Ladue, MO 63124",4JGAB74E91A257047,"153,300",SUV/Crossover,5.4L V8,4WD/AWD,Automatic (5-speed),Brilliant Silver Metallic,Black,Clean (IN),Dealer,"$5,700",No reserve,"[('342', '')]",['376']
2000,Mercedes-Benz,ML55 AMG,qutaba12,"Burbank, IL 60459",4JGAB74E6YA164254,"134,800",SUV/Crossover,5.4L V8,4WD/AWD,Automatic (5-speed),Cypress Green Metallic,Black,Clean (MO),Dealer,"$4,700",Has reserve,"[('342', '')]",['376']
2004,Audi,S4,carter_alberts,"Cashmere, WA 98815",WAUPL58E34A136672,"82,800",Sedan,4.2L V8,4WD/AWD,Automatic (6-speed),Brilliant Red,Black,Clean (WA),Private Party,"$8,500",Has reserve,"[('344', '')]",['302']
2004,Audi,S4,peoples,"Nashville, TN 37215",WAUPL68E54A267253,"129,400",Sedan,4.2L V8,4WD/AWD,Manual (6-speed),Dolphin Gray Metallic,Black,Clean (TN),Private Party,"$5,850",No reserve,"[('344', '')]",['302']
2016,Volvo,V60,claudjrh,"Woodinville, WA 98072",YV1A92SW6G1304374,"22,600",Wagon,3.0L Turbocharged I6,4WD/AWD,Automatic (6-speed),Rebel Blue,Black,Clean (WA),Private Party,"$37,000",Has reserve,"[('345', '')]",['369']
2016,Volvo,S60,Jake74,"Monroe, MI 48162",YV1A92TS6G1396260,"32,500",Sedan,3.0L Turbocharged I6,4WD/AWD,Automatic (6-speed),Onyx Black Metallic,Black,Clean (MI),Private Party,"$29,000",Has reserve,"[('345', '')]",369 
2016,Volvo,S60,cmart,"Amherst, NY 14226",YV1A92TS4G1397066,"46,000",Sedan,3.0L Turbocharged I6,4WD/AWD,Automatic (6-Speed),Rebel Blue,Black,Clean (NY) ,Private Party,"$28,555",Has reserve,"[('345', '')]",369 
2004,Porsche,911,portalsm,"Rowlett, TX 75089",WP0AA29944S620763,"79,200",Coupe,3.6L Flat-Six,Rear-wheel drive,Manual (6-Speed),GT Silver Metallic,Natural Grey,Clean (TX),Private Party,"$27,605",Has reserve,"[('345', '')]",273 
2019,Tesla,Model 3,Federico,"Los Angeles, CA 90025",5YJ3E1EB7KF465068,"20,700",Sedan,Dual Motors,4WD/AWD,Automatic,Deep Blue Metallic,Black,Clean (CA),Private Party,"$40,500",Has reserve,"[('346', '')]",['376']
2001,Mercedes-Benz,E55 AMG,NSXcelent,"Long Island City, NY 11109",WDBJF74J51B261739,"50,100",Sedan,5.5L V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Condor/Anthracite,Clean (NY),Private Party,"$18,000",Has reserve,"[('349', '')]",['391']
2002,Mercedes-Benz,SLK32 AMG,ChompSticks,"Coal Mountain, GA 30040",WDBKK66F22F233412,"38,900",Convertible,3.2L Supercharged V6,Rear-wheel drive,Automatic (5-speed),Magma Red,Anthracite,Clean (GA),Private Party,"$9,551",Has reserve,"[('349', '')]",['332']
2002,Mercedes-Benz,E55 AMG,tooslowmonroe,"Kennedale, TX 76060",WDBJF74JX2B434611,"151,700",Sedan,5.4L V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black Leather,Clean (TX),Private Party,"$9,312",Has reserve,"[('349', '')]",391 
2002,Mercedes-Benz,E55 AMG,tooslowmonroe,"Kennedale, TX 76060",WDBJF74JX2B434611,"151,700",Sedan,5.4L V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black Leather,Clean (TX),Private Party,"$7,800",Has reserve,"[('349', '')]",[]
2000,Mercedes-Benz,E55 AMG,Stanley,"Carbondale, IL 62902",WDBJF74J0YB071714,"161,700",Sedan,5.5L V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Condor/Anthracite,Clean (IL),Private Party,"$6,786",No reserve,"[('349', '')]",['391']
2018,Porsche,718 Boxster,SDB,"Atlanta, GA 30309",WP0CB2A89JS228415,"11,100",Convertible,2.5L Turbocharged H4,Rear-wheel drive,Manual (6-speed),GT Silver,Black and Bordeaux Red,Clean (GA),Private Party (Lien on title),"$51,250",Has reserve,"[('350', ''), ('35', '')]","['309', '43']"
2018,Porsche,718 Cayman,brianstunts,"Phoenix, AZ 85006",WP0AB2A88JK278262,"5,400",Coupe,2.5L Turbocharged Flat 4,Rear-wheel drive,Manual (6-speed),White,Black,Clean (AZ),Private Party,"$59,650",Has reserve,"[('350', '')]",['309']
2013,Porsche,911,GHP_Detroit,"Utica, MI 48315",WP0AA2A93DS106690,"36,200",Coupe,3.4L Flat-6,Rear-wheel drive,Manual (7-Speed),Black,Black,Clean (MI),Private Party,"$51,911",Has reserve,"[('350', '')]",['287']
2017,Porsche,718 Cayman,SikandarAnsari,"Millcreek, UT 84124",WP0AB2A80HS285832,"17,900",Coupe,2.5L Turbocharged Flat 4,Rear-wheel drive,Automatic (7-speed),Sapphire Blue Metallic,Black Leather,Clean (UT),Private Party,"$50,250",Has reserve,"[('350', '')]",['309']
2017,Porsche,718 Cayman,kshenoy,"Vienna, VA 22180",WP0AB2A88HS285917,"17,100",Coupe,2.5L Turbocharged Flat-4,Rear-wheel drive,Automatic (7-Speed),Sapphire Blue Metallic,Black ,Clean (VA),Private Party,"$45,750",Has reserve,"[('350', '')]",['309']
2014,Porsche,911,Van_B,"Caledonia, WI 53108",WP0AA2A92ES106651,"55,000",Coupe,3.4L Flat-6,Rear-wheel drive,Automatic (7-speed PDK),Black,Black,Clean (WI),Private Party,"$45,500",Has reserve,"[('350', '')]",['287']
2017,Porsche,718 Boxster,Ruski,"Chicago, IL 60630",WP0CB2A88HS240873,"33,600",Convertible,2.5L Turbocharged Flat-4,Rear-wheel drive,Automatic (7-speed),Carmine Red,Black,Clean (IL),Private Party,"$41,855",Has reserve,"[('350', '')]",['309']
2016,Ford,Focus RS,jdach,"Austin, TX 78705",WF0DP3TH9G4115650,"17,100",Hatchback,2.3L Turbocharged I4,4WD/AWD,Manual (6-Speed),Nitrous Blue,Charcoal Black,Clean (OH),Private Party,"$34,000",Has reserve,"[('350', '')]",['350']
2018,Ford,Focus RS,drewski23_7,"Orem, UT 84059",WF0DP3TH2J4126674,"4,400",Hatchback,2.3L Turbocharged I4,4WD/AWD,Manual (6-Speed Manual),Race Red,Black,Clean (UT),Private Party,"$32,750",Has reserve,"[('350', '')]",['350']
2017,Ford,Focus RS,Aramburu,"Santa Cruz, CA 95062",WF0DP3TH0H4120009,"33,200",Hatchback,2.3L Turbocharged I4,4WD/AWD,Manual (6-speed),Stealth Grey,Charcoal Black,Clean (CA),Private Party,"$31,250",Has reserve,"[('350', '')]",['350']
2017,Ford,Focus RS,star_rs,"Canyon Lake, TX 77094",WF0DP3THXH4120597,"25,000",Hatchback,2.3L Turbocharged I4,4WD/AWD,Manual (6-speed),Frozen White,Black,Clean (TX),Private Party,"$28,000",Has reserve,"[('350', '')]",['350']
2001,Chevrolet,Corvette,Staroid,"Longmont, CO 80503",1G1YY22G715128718,"67,000",Coupe,5.7L V8,Rear-wheel drive,Manual (6-Speed),Dark Bowling Green,Beige,Clean (CO),Private Party,"$14,500",Has reserve,"[('350', '')]",['360']
2010,Audi,S5,AudiEx,"Broomfield, CO 80020",WAUVVAFR3AA056882,"36,800",Coupe,4.2L V8,4WD/AWD,Automatic (6-Speed),Teak Brown,Pearl Silver,Clean (CO),Private Party,"$22,250",Has reserve,"[('354', '')]",['325']
2012,Audi,S5,tolietduck365,"Hartsdale, NY 10530",WAUGVAFR3CA020833,"52,800",Coupe,4.2L V8,4WD/AWD,Manual (6-speed),Glacier White Metallic,Black,Clean (NY),Private Party,"$18,350",Has reserve,"[('354', '')]",['325']
2008,Porsche,911,Big_Daav,"San Jose, CA 95124",WP0AB29928S731069,"28,100",Coupe,3.8L Flat-6,Rear-wheel drive,Manual (6-speed),Arctic Silver,Black,Clean (CA),Private Party,"$45,000",Has reserve,"[('355', '')]",['295']
2007,Porsche,911,ScottsdaleDave,"Scottsdale, AZ 85260",WP0AB29927S731765,"32,200",Coupe,3.8L H6,4WD/AWD,Manual (6-Speed),Guards Red,Sand Beige,Clean (AZ),Private Party,"$44,750",Has reserve,"[('355', '')]",['295']
2005,Porsche,911,DiGi805,"Thousand Oaks, CA 91362", WP0CB29945S765387,"68,400",Convertible,3.8L Flat-6,Rear-wheel drive,Manual (6-Speed),Speed Yellow,Black,Clean (CA) ,Private Party,"$35,000",Has reserve,"[('355', '')]",['310']
2006,Porsche,911,rico1263,"Santa Ana, CA 92706",WP0CB299X6S765542,"50,400",Convertible,3.8L Flat-6,Rear-wheel drive,Manual (6-speed),Black,Black,Clean (CA),Private Party,"$32,500",Has reserve,"[('355', '')]",['295']
2006,Porsche,911,edchan,"Rancho Palos Verdes, CA 90275",WP0AB29966S741858,"72,000",Coupe,3.8L Flat-6,4WD/AWD,Automatic (5-speed),Black,Black,Clean (CA),Private Party,"$25,150",Has reserve,"[('355', '')]",['295']
2007,Mercedes-Benz,SLK55 AMG,Dallas,"Houma, LA 70360",WDBWK73F47F139678,"94,602",Convertible,5.4L V8,Rear-wheel drive,Automatic (7-speed),Fire Opal Red,Black,Clean (LA),Dealer,"$15,700",Has reserve,"[('355', '')]",['395']
2012,Chevrolet,Caprice,EastCoastClassics,"Wilmington, DE 19809",6G1MK5U2XCL640512,"110,800",Sedan,6.0L V8,Rear-wheel drive,Automatic (6-Speed),Silver,Black,Clean (DE),Private Party,"$8,362",No reserve,"[('355', '')]",['384']
2016,BMW,i8,pinmaniac,"Jacksonville, FL 32207",WBY2Z2C50GV674937,"33,750",Coupe,1.5L Hybrid I3,4WD/AWD,Automatic (6-Speed),Ionic Silver,Giga Ivory White,Clean (FL),Dealer,"$55,000",Has reserve,"[('357', '')]",['420']
2017,Porsche,Macan,dmuse,"Newtown, CT 06470",WP1AG2A56HLB51763,"37,500",SUV/Crossover,3.0L Turbocharged V6,4WD/AWD,Automatic (7-speed),Rhodium Silver Metallic,Black,Clean (CT),Private Party,"$46,000",Has reserve,"[('360', '')]",['369']
2009,BMW,650i,estrov,"Ambler, PA 19002",WBAEB53529C224187,"71,200",Convertible,4.8L V8,Rear-wheel drive,Automatic (6-speed),Titanium Silver Metallic,Black,Clean (PA),Private Party,"$10,100",Has reserve,"[('360', '')]",['360']
2009,Pontiac,G8,Hockey26,"Los Angeles, CA 91326",6G2EC57Y19L180050,"118,100",Sedan,6.0L V8,Rear-wheel drive,Automatic (6-speed),Maverick Silver,Onyx,Clean (CA),Private Party,"$12,445",Has reserve,"[('361', '')]",['385']
2018,Mercedes-Benz,SL450,MLW77,"Visalia, CA 93277",WDDJK6GA9JF054191,"14,436",Convertible,3.0L Turbocharged V6,Rear-wheel drive,Automatic (9-speed),Obsidian Black Metallic,Tan,Clean (CA),Private Party,"$42,000",Has reserve,"[('362', ''), ('402', '')]","['384', '455']"
2012,Tesla,Model S,teebagandco,"Fresno, CA 93710",5YJSA1CN0CFP01307,"128,900",Sedan,Single Motor 85,Rear-wheel drive,Automatic,Silver,Black,Clean (CA),Private Party,"$23,555",No reserve,"[('362', '')]",['325']
2002,Mercedes-Benz,CL600,sssdisco,"Boca Raton, FL 33431",WDBPJ78J32A021891,"49,400",Coupe,5.8L V12,Rear-wheel drive,Automatic (5-speed),Black,Black/Anthracite,Clean (CA),Dealer,"$13,600",Has reserve,"[('362', '')]",['391']
2006,Mercedes-Benz,C55 AMG,walterluna1920,"Miami, FL 33177",WDBRF76J26F733931,"35,000",Sedan,5.4L V8,Rear-wheel drive,Automatic (5-Speed),Bright Silver Metallic,Gray,Clean (FL),Private Party,"$9,300",Has reserve,"[('362', '')]",['376']
2006,Mercedes-Benz,C55 AMG,albanianbenz,"Roanoke, TX 76262",WDBRF76J26F734125,"132,700",Sedan,5.5L V8,Rear-wheel drive,Automatic (5-Speed),Brilliant Silver Metallic,Black,Clean (TX),Dealer,"$8,500",No reserve,"[('362', '')]",['376']
2006,Mercedes-Benz,C55 AMG,punken99,"Stevenson Ranch, CA 91381",WDBRF76J46F726284,"137,100",Sedan,5.4L V8,Rear-wheel drive,Automatic (5-speed),Black,Black,Clean (CA),Private Party,"$7,950",No reserve,"[('362', '')]",['376']
2001,Mercedes-Benz,CL600,TaylorP,"Albany, OR 97322",WDBPJ78J61A017509,"74,900",Coupe,5.8L V12,Rear-wheel drive,Automatic (5-Speed),Black,Black,Clean (OR),Private Party,"$6,900",Has reserve,"[('362', '')]",['391']
2002,Audi,S8,hp12c,"South Jordan, UT 84009",WAUGU44D02N001790,"163,100",Sedan,4.2L V8,4WD/AWD,Automatic (5-speed),Brilliant Black,Black,Clean (UT),Private Party,"$5,000",No reserve,"[('364', '')]",['317']
2017,BMW,M2,Bpc61,"Smyrna, GA 30080",WBS1H9C53HV887142,"8,800",Coupe,3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-speed),Black Sapphire Metallic,Black,Clean (GA),Private Party,"$40,000",Has reserve,"[('365', '')]",['369']
2018,Kia,Stinger,DougDeMuro,"San Diego, CA 92101",KNAE55LC2J6025228,"8,400",Sedan,3.3L Turbocharged V6,4WD/AWD,Automatic (8-Speed),HiChroma Red,Black,Clean (CA),Private Party,"$38,250",No reserve,"[('365', '')]",['376']
2018,BMW,M2,norbertsz,"San Jose, CA 95135",WBS1J5C55JVD36443,"19,500",Coupe,3.0L Turbocharged I6,Rear-wheel drive,Automatic (7-Speed),Long Beach Blue,Black,Clean (CA),Private Party,"$36,502",Has reserve,"[('365', '')]",['343']
2018,Kia,Stinger,edzeppelin,"Los Angeles, CA 90732",KNAE55LC0J6027768,"3,100",Sedan,3.3L Turbocharged V6,4WD/AWD,Automatic (8-speed),Micro Blue,Black/Gray,Clean (CA),Private Party,"$34,269",Has reserve,"[('365', '')]",['376']
